timestamp,open,high,low,close,volume,vwap,ma_30m,median_15m
2025-10-07 09:30:00,100.0,101.30300438066057,98.46773719989478,100.09083748463708,330193,99.82148662467579,100.09083748463708,100.09083748463708
2025-10-07 10:00:00,100.09083748463708,101.44525521755523,99.36261116289808,100.70757458645159,356895,100.53537749835077,100.70757458645159,100.70757458645159
2025-10-07 10:30:00,100.70757458645159,101.60476956776186,98.67117870734539,100.15658817796702,353265,100.3382771434328,100.15658817796702,100.15658817796702
2025-10-07 11:00:00,100.15658817796702,101.05269357755458,96.92098233084151,98.70379327743413,382744,99.18568970804306,98.70379327743413,98.70379327743413
2025-10-07 11:30:00,98.70379327743413,100.05106907422639,97.15145252664745,98.64337254666538,358297,98.7255884367891,98.64337254666538,98.64337254666538
2025-10-07 12:00:00,98.64337254666538,99.54171063976884,97.10300010477826,98.17761941201559,305004,98.22991115782874,98.17761941201559,98.17761941201559
2025-10-07 12:30:00,98.17761941201559,100.3815810865559,97.40807457885322,98.39592513365534,320257,98.86678046866552,98.39592513365534,98.39592513365534
2025-10-07 13:00:00,98.39592513365534,99.84883000509785,96.7117684637951,97.98969482076136,325251,98.526141545604,97.98969482076136,97.98969482076136
2025-10-07 13:30:00,97.98969482076136,99.22248410049029,96.2325589916082,98.01326493778605,319408,97.80899404854054,98.01326493778605,98.01326493778605
2025-10-07 14:00:00,98.01326493778605,99.93186593278742,96.9905396749279,97.80616167100735,326783,98.27861716655782,97.80616167100735,97.80616167100735
2025-10-07 14:30:00,97.80616167100735,100.68973002026024,96.45485308891269,99.25018304117445,298834,98.72837036001249,99.25018304117445,99.25018304117445
2025-10-07 15:00:00,99.25018304117445,100.86190413820205,97.53692542758341,99.40329529128162,379443,99.21273687132934,99.40329529128162,99.40329529128162
2025-10-07 15:30:00,99.40329529128162,101.62048012207234,98.33193845125335,99.73729137144164,348013,99.91021274388036,99.73729137144164,99.73729137144164
